station_id,station_name,lat,lon
9497649,"PRUDHOE BAY #2, AK",70.388,-148.51
9497645,"Prudhoe Bay,",70.411,-148.532
9454729,"PT. PERRY, PERRY ISLAND,",60.753,-147.958
9458209,"Puale Bay,",57.707,-155.393
9465123,"PYRITE POINT, BRISTOL BAY,",58.62,-161.542
9465831,"Quinhagak (Kwinak), Kushkokwin River, AK",59.751,-161.915
9450815,"Ratz Harbor,",55.88,-132.595
9451467,"Red Bluff Bay, Baranof Island, AK",56.857,-134.723
9491094,"Red Dog Dock,",67.576,-164.064
9453208,"REDFIELD COVE, YAKUTAT BAY,",59.612,-139.58
9462662,"Reef Bight,",54.131,-166.099
9451124,"REEF POINT, STIKINE STRAIT,",56.353,-132.553
9453456,"Riou Bay,",59.885,-141.457
9454363,"ROCKY PT, T-17,",60.947,-146.755
9462723,"Rootok Island, AK",54.052,-165.514
9450651,"Rudyerd Bay,",55.642,-130.645
9453178,"RUSSELL FIORD,",59.975,-139.407
9451497,"Saginaw Bay, Kuiu Island,",56.903,-134.303
9450495,"Saltery Cove,",55.402,-132.328
9459450,"Sand Point, AK",55.332,-160.504
9468258,"Savoonga, AK",63.679,-170.537
9452022,"Sawyer Island, Tracy Arm, Holkham Bay,",57.878,-133.19
9462808,"Scotch Cap, Unimak Island, AK, AK",54.394,-164.746
9451805,"Scraggy Island,",57.34,-135.707
9462786,"SE Tigalda Island, Pacific Ocean, AK",54.102,-164.942
9454564,"SEAL ISLAND,",60.425,-147.41
9451454,"Security Bay GPS Buoy, AK",56.838,-134.327
9455500,"Seldovia, AK",59.44,-151.72
9451853,"Sergius Narrows,",57.41,-135.627
9455090,"Seward, AK",60.12,-149.427
9450982,"SHAKAN BAY ENTRANCE,",56.14,-133.61
9450987,"SHAKAN STRAIT (NORTHEAST END),",56.148,-133.46
9468691,"Shaktoolik, AK",64.38,-161.235
9450618,"Shinaku Inlet, AK",55.593,-133.152
9469854,"Shishmaref Inlet 2,",66.263,-166.02
9469804,"Shishmaref Inlet Inside, AK",66.17,-166.207
9451600,"Sitka, AK",57.052,-135.342
9457512,"Sitkalidak Island GPS Tide Buoy, AK",56.966,-153.252
9452400,"Skagway, Taiya Inlet, AK",59.451,-135.328
9454533,"SMITH IS, NE END,",60.532,-147.343
9465374,"Snag Point, Dillingham,",59.04,-158.447
9456173,"SNUG HARBOR,",60.107,-152.582
9454662,"Snug Harbor,",60.25,-147.717
9454652,"SOUTH ARM, KNIGHT ISLAND, BAY OF ISLES,",60.367,-147.7
9454952,"SOUTHERN BLACKSTON BAY (INSIDE),",60.683,-148.673
9452377,"St. James Bay,",58.615,-135.163
9450578,"Steamboat Bay,",55.533,-133.637
9468151,"STEBBINS, NORTON SOUND, EAST,",63.525,-162.293
9497646,"STP (INSIDE), PRUDHOE BAY, AK",70.4,-148.527
9462711,"Surf Bay, Akutan Bay, AK",54.151,-165.615
9457493,"SW Terror Bay, AK",57.744,-153.195
9452368,"SWANSON HARBOR,",58.215,-135.127
9452434,"TAIYASANKA HARBOR, AK",59.302,-135.428
9456993,"TAKLI ISLAND, GAGE B,",58.063,-154.477
9456992,"TAKLI ISLAND, SHELIKOF STRAIT,",58.063,-154.477
9452123,"TAKU HARBOR,",58.068,-134.012
9452131,"TAKU INLET (MIDDLE), TAKU RIVER ENTRANCE,",58.367,-134.052
9451953,"Target Island, Mitchell Bay,",57.533,-134.417
9452749,"Tarr Inlet, Glacier Bay,",58.965,-136.878
9469239,"TELLER, PORT CLARENCE,",65.267,-166.353
9451785,"THE BROTHERS, STEPHENS PASSAGE,",57.295,-133.797
9451349,"The Summit,",56.682,-133.737
9450970,"Thoms Point, AK",56.118,-132.078
9450938,"Thorne Island,",56.058,-132.968
9462782,"Tigalda Bay, Tigalda Island,",54.12,-164.977
9469439,"Tin City, Bering Sea,",65.558,-167.975
9457152,"TONKI BAY, AFOGNAK ISLAND,",58.317,-152.067
9452069,"TRACY ARM, HOLKHAM BAY,",57.807,-133.63
9462721,"Trident Bay, Akun Island, AK",54.14,-165.527
9450463,"Trocadero Bay, AK",55.352,-132.938
9451434,"Turn Point,",56.8,-132.98
9465116,"TWIN ISLAND, BRISTOL BAY,",58.598,-160.307
9468333,"Unalakleet, AK",63.871,-160.784
9462621,"UNALASKA (BACKUP),",53.88,-166.542
9462620,"Unalaska, AK",53.879,-166.54
9458762,"UNAVIKSHAK ISLAND,",56.492,-157.74
9455204,"UPPER NORTHWESTERN FIORD,",59.79,-150.032
9458553,"UQAIUSHAK ISLAND,",56.797,-156.848
9457728,"Uyak,",57.635,-154.007
9457376,"Uzkosti Point,",57.928,-152.812
9454328,"VALDEZ NARROWS, T-19,",61.082,-146.668
9454240,"Valdez, AK",61.124,-146.363
9464212,"Village Cove, St Paul Island,",57.125,-170.285
9451037,"Village Rock, AK",56.22,-132.297
9450761,"Vixen Harbor, Earnest Sound,",55.8,-132.166
9452632,"Wachusett Inlet, Glacier Bay,",58.947,-136.333
9494168,"Wainwright Inlet, AK",70.598,-160.108
9497651,"WEST DOCK, PRUDHOE BAY, AK",70.388,-148.502
9455768,"WEST FORELAND,",60.713,-151.727
9457535,"West Raspberry Island,",58.107,-153.34
9465358,"WEST SIDE, TOGIAK BAY (BACKUP),",58.987,-160.625
9451741,"WHITESTONE NARROWS, Neva Strait, AK",57.25,-135.567
9454948,"WHITTIER (BACKUP),",60.778,-148.665
9454949,"Whittier,",60.778,-148.665
9452391,"WILLIAM HENRY BAY,",58.713,-135.232
9452046,"WINDHAM BAY EAST, STEPHENS PASSAGE, AK",57.588,-133.407
9454562,"Wooded Island,",59.875,-147.403
9451204,"Wrangell,",56.47,-132.387
9453220,"Yakutat, Yakutat Bay, AK",59.548,-139.733
9452249,"YOUNG BAY,",58.183,-134.587
9459465,"ZACHARY BAY, UNGA IS (N. SIDE),",55.335,-160.617
9454411,"Zaikof Point,",60.308,-146.943
9463885,"ZAPADNI BAY, ST. GEORGE ISLAND,",56.57,-169.7
1495000,"Esperanza, Antarctica,",-63.395,-56.995
2695535,"Bermuda Biological Station,",32.37,-64.695
2695540,"Bermuda, St. Georges Island, Bermuda",32.373,-64.703
9414632,"ALAMEDA CREEK, SAN FRANCISCO BAY, CA",37.595,-122.145
9414767,"ALAMEDA NAS, NAVY FUEL PIER, CA",37.793,-122.315
9414750,"Alameda, CA",37.772,-122.3
9414818,"ANGEL ISLAND, EAST GARRISON, S.F. BAY, CA",37.863,-122.42
9415064,"ANTIOCH, SAN JOAQUIN RIVER, CA",38.02,-121.815
9416841,"Arena Cove, CA",38.915,-123.711
9410079,"AVALON, SANTA CATALINA ISLAND, CA",33.345,-118.325
9415027,"BACON ISLAND,MIDDLE RIVER, CA",38.003,-121.523
9410155,"Ballast Point, CA",32.687,-117.233
9410962,"BECHERS BAY, SANTA ROSA ISLAND, CA",34.008,-120.047
9415111,"BENICIA, CARQUINEZ STRAIT, CA",38.043,-122.13
9415522,"BENSON FERRY BRIDGE,MOKELUMNE R., CA",38.257,-121.438
9414816,"BERKELEY,S.F.BAY, CA",37.865,-122.307
9415117,"BISHOP CUT, DISSAPOINTMENT SLOUGH, CA",38.045,-121.42
9415021,"BLACKSLOUGH LANDING, SAN JOAQUIN RIVER, CA",37.995,-121.419
9415396,"BLAKE LANDING,TOMALES BAY, CA",38.19,-122.917
9414958,"Bolinas, Bolinas Lagoon, CA",37.908,-122.679
9414835,"BORDEN HIGHWAY BRIDGE, MIDDLE RIVER, CA",37.892,-121.488
9414867,"BORDEN HIGHWAY BRIDGE, SAN JOAQUIN RIVER, CA",37.937,-121.333
9414836,"BORDEN HWY BRIDGE,OLD RIVER, CA",37.883,-121.577
9414811,"Bradmoor Island, CA",38.183,-121.923
9415446,"BRAZOS DRAWBRIDGE,NAPA RIVER, CA",38.21,-122.307
9418778,"BUCKSPORT, HUMBOLDT BAY, CA",40.778,-124.197
9410650,"CABRILLO BEACH, CA",33.707,-118.273
9415846,"CLARKSBURG,SACRAMENTO RIVER, CA",38.417,-121.523
9414794,"CLIFTON COURT FERRY,OLD RIVER, CA",37.835,-121.552
9418637,"Cockrobin Island Bridge,",40.637,-124.282
9415176,"COLLINSVILLE,SACRAMENTO RIVER, CA",38.073,-121.848
9414874,"CORTE MADERA CREEK, CA",37.943,-122.513
9414561,"COYOTE CREEK, TRIBUTARY #1, S. F. BAY, CA",37.447,-121.963
9414589,"COYOTE CREEK, TRIBUTARY 2, S. F. BAY, CA",37.46,-121.953
9414575,"Coyote Creek, CA",37.465,-122.023
9414621,"COYOTE HILLS SLOUGH,S.F.BAY, CA",37.563,-122.128
9419750,"Crescent City, CA",41.746,-124.184
9415143,"CROCKETT, CARQUINEZ STRAIT, CA",38.058,-122.223
9414509,"Dumbarton Bridge, CA",37.507,-122.115
9414510,"DUMBARTON RAILROAD BRIDGE, CA",37.5,-122.1
9415053,"DUTCH SLOUGH, CA",38.012,-121.638
9415415,"EDGERLEY ISLAND, NAPA RIVER, CA",38.192,-122.312
9415004,"ELDORADO PUMP, SAN JOAQUIN RIVER, CA",37.985,-121.392
9413631,"Elkhorn Slough at Elkhorn, CA",36.818,-121.747
9413663,"Elkhorn Slough Railroad Bridge, CA",36.857,-121.755
9413623,"ELKHORN SLOUGH, ENTRANCE BRIDGE, CA",36.81,-121.785
9418802,"EUREKA SLOUGH, HUMBOLDT BAY, CA",40.807,-124.142
9418801,"Eureka, CA",40.807,-124.167
9418723,"FIELDS LANDING, HUMBOLDT BAY, CA",40.723,-124.222
9418799,"FRESHWATER SLOUGH, HUMBOLDT BAY, CA",40.798,-124.12
9415052,"GALLINAS, GALLINAS CREEK, CA",38.015,-122.503
9411399,"Gaviota State Park, Pacific Ocean, CA",34.469,-120.228
9415287,"GEORGIANA SLOUGH, MOKELUMNE RIVER, CA",38.125,-121.578
9414551,"GOLD STREET BRIDGE, ALVISO SLOUGH, CA",37.423,-121.975
9414796,"GPS Buoy, San Francisco Bay, CA",37.833,-122.397
9414785,"GRANT LINE CANAL BRDG.,OLD RIVER, CA",37.82,-121.447
9416409,"Green Cove, CA",38.704,-123.449
9415126,"Hamilton AFB (Inside), CA",38.048,-122.498
9415124,"Hamilton AFB (Outside), CA",38.048,-122.498
9415074,"HERCULES WHARF, CA",38.023,-122.292
9415344,"HOG IS.,SAN ANTONIO CREEK, CA",38.162,-122.55
9414759,"HOLLY SUGAR REF.,TOM PAINE SL., CA",37.775,-121.42
9414866,"HOLT, WHISKEY SLOUGH, CA",37.935,-121.435
9418686,"HOOKTON SLOUGH,HUMBOLDT BAY, CA",40.687,-124.222
9414358,"HUNTERS POINT, S.F. BAY, CA",37.73,-122.357
9410120,"IMPERIAL BEACH, PACIFIC OCEAN, CA",32.578,-117.135
9415228,"INVERNESS, TOMALES BAY, CA",38.113,-122.868
9415352,"ISLETON,SACRAMENTO RIVER, CA",38.163,-121.608
9415145,"JERSEY ISLAND, FALSE RIVER, CA",38.055,-121.657
9415379,"JOICE ISLAND, SUISUN SLOUGH, CA",38.18,-122.045
9410738,"KING HARBOR, SANTA MONICA BAY, CA",33.847,-118.398
9413651,"Kirby Park, Elkhorn Slough, CA",36.841,-121.745
9415229,"KORTHS HBR, SAN JOAQUIN RIVER, CA",38.098,-121.568
9410230,"La Jolla, CA",32.867,-117.257
9415423,"LAKEVILLE, PETALUMA RIVER, CA",38.198,-122.547
9410680,"LONG BEACH, TERMINAL ISLAND, CA",33.752,-118.227
9410660,"Los Angeles, CA",33.72,-118.273
9418865,"MAD RIVER SLOUGH, ARCATA BAY, CA",40.865,-124.148
9415112,"MALLARD ISLAND, SUISUN BAY, CA",38.043,-121.918
9412802,"Mansfield Cone, CA",35.95,-121.482
9415165,"MARE ISLAND STRAIT, CA",38.112,-122.273
9415218,"Mare Island, CA",38.07,-122.25
9415102,"Martinez-Amorco Pier, CA",38.035,-122.125
9415307,"MEINS LANDING, MONTEZUMA SLOUGH, CA",38.137,-121.907
9410196,"Mission Bay,",32.794,-117.224
9413450,"Monterey, CA",36.605,-121.888
9415402,"MONTEZUMA SLOUGH BRIDGE, CA",38.187,-121.98
9415205,"MONTEZUMA SLOUGH, SUISUN BAY, CA",38.077,-121.885
9413616,"Moss Landing, CA",36.802,-121.79
9414768,"MOSSDALE,SAN JOAQUIN RIVER, CA",37.787,-121.313
9414519,"MOWRY SLOUGH, SAN FRANCISCO BAY, CA",37.493,-122.042
9411013,"MUGU LAGOON BRIDGE, CA",34.102,-119.098
9414778,"NAGLEE BRIDGE,OLD RIVER, CA",37.803,-121.448
9415623,"NAPA, NAPA RIVER, CA",38.298,-122.28
9415478,"NEW HOPE BRIDGE, MOKELUMNE RIVER, CA",38.227,-121.49
9414506,"NEWARK SLOUGH,S.F.BAY, CA",37.513,-122.08
9410580,"NEWPORT BEACH, NEWPORT BAY ENTRANCE, CA",33.603,-117.883
9414305,"NORTH POINT [PIER 41] S.F.BAY, CA",37.81,-122.413
9418767,"North Spit, CA",40.766,-124.217
9417426,"NOYO HARBOR, CA",39.426,-123.805
9414711,"OAKLAND AIRPORT, SAN FRANCISCO BAY, CA",37.732,-122.208
